,run,sample,assembler,reference,LSA,breadth_of_coverage,multiplicity,validity,parsimony,identity,lowest_identity,L90,contigs,NA50,NG50,basepairs,Ns,misassembled contigs,misassembly events,distribution,type,algorythm
1877,run2,ERR2935805,MetaHipMer2,Bacillus_subtilis,0.003645619756594508,0.8692265843269248,1.0163191255214539,0.9969135828296463,1.0194656217209188,0.9959006158694943,0.9238805970149254,0.0,1412.0,3008.0,2697.0,3516610.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1878,run2,ERR2935805,metaSPAdes,Bacillus_subtilis,0.040758814902919834,0.981878929039565,1.000829984153017,0.9999406423404222,1.000889394604977,0.9998310189019977,0.9938053097345133,56.0,107.0,61490.0,62046.0,3972365.0,0.0,2.0,6.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1879,run2,ERR2935805,MINIA,Bacillus_subtilis,0.018236255637807963,0.9742191479942665,1.000788303374253,0.9998519670261621,1.000936474977267,0.9996108928854877,0.9823911028730306,175.0,278.0,24189.0,24106.0,3941376.0,0.0,2.0,3.0,Log,Genomic,Single k-mer De Bruijn graph
1880,run2,ERR2935805,SKESA,Bacillus_subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1881,run2,ERR2935805,SPAdes,Bacillus_subtilis,0.17512075234874164,0.9824096189587058,0.9997904145213299,0.9998940640648197,0.9998963394751356,0.999208532890164,0.9838391801340165,11.0,37.0,263192.0,315047.0,3974512.0,0.0,2.0,5.0,Log,Genomic,Multiple k-mer De Bruijn graph
1882,run2,ERR2935805,Unicycler,Bacillus_subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1883,run2,ERR2935805,VelvetOptimiser,Bacillus_subtilis,0.000329240322447887,0.0016365616928884833,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1071.0,0.0,6621.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1884,run2,ERR2935805,ABySS,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1886,run2,ERR2935805,GATBMiniaPipeline,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1887,run2,ERR2935805,IDBA-UD,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1888,run2,ERR2935805,MEGAHIT,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1889,run2,ERR2935805,MetaHipMer2,Enterococcus_faecalis,0.0013049168620703228,0.005027075355522191,1.0067813199105144,1.0,1.0067813199105144,1.0,1.0,0.0,7.0,2110.0,0.0,14304.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1890,run2,ERR2935805,metaSPAdes,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1891,run2,ERR2935805,MINIA,Enterococcus_faecalis,0.00425143530311465,0.007686111439126841,1.0,1.0,1.0,1.0,1.0,0.0,3.0,12097.0,0.0,21870.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1892,run2,ERR2935805,SKESA,Enterococcus_faecalis,0.001199834680072201,0.00476349128696503,1.0,1.0,1.0,1.0,1.0,0.0,7.0,2100.0,0.0,13554.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1893,run2,ERR2935805,SPAdes,Enterococcus_faecalis,0.0005338456001844385,0.0033046413288573243,1.2171647346591514,0.7199471598414795,1.6906306497926193,0.7520391746408822,0.4984841922910351,0.0,10.0,2309.0,0.0,9403.0,0.0,6.0,8.0,Log,Genomic,Multiple k-mer De Bruijn graph
1894,run2,ERR2935805,Unicycler,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1895,run2,ERR2935805,VelvetOptimiser,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1896,run2,ERR2935805,ABySS,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1898,run2,ERR2935805,GATBMiniaPipeline,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1899,run2,ERR2935805,IDBA-UD,Escherichia_coli_plasmid,0.01004481532993355,0.01004481532993355,0.9990950226244344,0.997289972899729,1.0018099547511312,0.985546522131888,0.985546522131888,0.0,1.0,1107.0,0.0,1105.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1900,run2,ERR2935805,MEGAHIT,Escherichia_coli_plasmid,0.013653676584217367,0.013653676584217367,0.9993342210386151,0.9986693280106453,1.0006657789613849,0.9833666001330672,0.9833666001330672,0.0,1.0,1503.0,0.0,1502.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1901,run2,ERR2935805,MetaHipMer2,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1902,run2,ERR2935805,metaSPAdes,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1903,run2,ERR2935805,MINIA,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1904,run2,ERR2935805,SKESA,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1905,run2,ERR2935805,SPAdes,Escherichia_coli_plasmid,0.013735489559755289,0.013735489559755289,0.99933818663137,1.0,0.99933818663137,0.9735099337748344,0.9735099337748344,0.0,1.0,1510.0,0.0,1511.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1906,run2,ERR2935805,Unicycler,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1907,run2,ERR2935805,VelvetOptimiser,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1908,run2,ERR2935805,ABySS,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1910,run2,ERR2935805,GATBMiniaPipeline,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1911,run2,ERR2935805,IDBA-UD,Escherichia_coli,0.0003168651585563875,0.0019127323975109088,0.9975863960504663,0.8772793053545586,1.1371365880416895,0.873282996921829,0.23277310924369748,0.0,10.0,1146.0,0.0,9115.0,0.0,2.0,3.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1912,run2,ERR2935805,MEGAHIT,Escherichia_coli,0.0003179143809357133,0.0018961546839175614,1.0,0.9899211218229623,1.010181496237273,0.9860490846466394,0.9599609375,0.0,8.0,1049.0,0.0,9036.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1913,run2,ERR2935805,MetaHipMer2,Escherichia_coli,0.00028370973136969266,0.00028370973136969266,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1352.0,0.0,1352.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1914,run2,ERR2935805,metaSPAdes,Escherichia_coli,0.00032840660472897116,0.0018092790709093862,0.9998840176293203,0.9274878967186659,1.078056135467409,0.9176401752921148,0.5241779497098646,0.0,8.0,1151.0,0.0,8622.0,0.0,1.0,1.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1915,run2,ERR2935805,MINIA,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1916,run2,ERR2935805,SKESA,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1917,run2,ERR2935805,SPAdes,Escherichia_coli,0.00032840660472897116,0.0056085133064480595,0.9998877539566731,0.8395589205491502,1.1909679350469562,0.8542781934681432,0.217828418230563,0.0,27.0,1147.0,0.0,26727.0,0.0,3.0,5.0,Log,Genomic,Multiple k-mer De Bruijn graph
1918,run2,ERR2935805,Unicycler,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1919,run2,ERR2935805,VelvetOptimiser,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1920,run2,ERR2935805,ABySS,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1922,run2,ERR2935805,GATBMiniaPipeline,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1923,run2,ERR2935805,IDBA-UD,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1924,run2,ERR2935805,MEGAHIT,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1925,run2,ERR2935805,MetaHipMer2,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1926,run2,ERR2935805,metaSPAdes,Lactobacillus_fermentum,0.0007158853596720364,0.0007158853596720364,1.0,0.9948942377826404,1.0051319648093842,0.9934354485776805,0.9934354485776805,0.0,1.0,1371.0,0.0,1364.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1927,run2,ERR2935805,MINIA,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1928,run2,ERR2935805,SKESA,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1929,run2,ERR2935805,SPAdes,Lactobacillus_fermentum,0.0007179847302282593,0.0007179847302282593,0.9978070175438597,0.9694602272727273,1.0292397660818713,0.9410511363636364,0.9410511363636364,0.0,1.0,1408.0,0.0,1368.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1930,run2,ERR2935805,Unicycler,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1931,run2,ERR2935805,VelvetOptimiser,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1932,run2,ERR2935805,ABySS,Listeria_monocytogenes,0.029630637139738708,0.9847527455083677,1.0032836543176695,0.9999952645221041,1.0032884053677364,0.99991531659189,0.9885057471264368,147.0,226.0,21261.0,20173.0,2946717.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1934,run2,ERR2935805,GATBMiniaPipeline,Listeria_monocytogenes,0.18146221254121353,0.9871358287254599,1.000120859299463,0.9999935685310254,1.0001272915871093,0.9994042123659526,0.9845276872964169,12.0,26.0,254631.0,254631.0,2953848.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1935,run2,ERR2935805,IDBA-UD,Listeria_monocytogenes,0.2112769863872512,0.9878817327698505,0.9999350491191037,0.9999939104964772,0.9999411382641877,0.9990440461128653,0.9853181076672104,9.0,19.0,475377.0,475377.0,2956080.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1936,run2,ERR2935805,MEGAHIT,Listeria_monocytogenes,0.13079420734662014,0.990010834323082,1.0448928944309965,0.9988847655619736,1.046059496005166,0.9306227695874155,0.16557911908646003,9.0,26.0,269400.0,274574.0,2962451.0,0.0,1.0,2.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1937,run2,ERR2935805,MetaHipMer2,Listeria_monocytogenes,0.004710691491814772,0.8701916425328389,1.0156944688201708,0.996253846446503,1.0195137237793457,0.9951592599493839,0.8388059701492537,0.0,1073.0,2784.0,2538.0,2603911.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1938,run2,ERR2935805,metaSPAdes,Listeria_monocytogenes,0.1490107080006229,0.9894209953274058,1.000285744587572,0.9998956729952756,1.0003901122915433,0.9992572356706747,0.9899861878453039,12.0,27.0,254438.0,254438.0,2960686.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1939,run2,ERR2935805,MINIA,Listeria_monocytogenes,0.009597165029933076,0.9430750228416405,1.0033982954660219,0.9878341483903873,1.0157558301674379,0.99830622750947,0.00666704655535928,465.0,589.0,6641.0,6524.0,2822003.0,0.0,1.0,1.0,Log,Genomic,Single k-mer De Bruijn graph
1940,run2,ERR2935805,SKESA,Listeria_monocytogenes,0.003666693178787719,0.7552118039983398,0.9999654844653544,1.0,0.9999654844653544,1.0,1.0,0.0,1001.0,2534.0,1926.0,2259852.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1941,run2,ERR2935805,SPAdes,Listeria_monocytogenes,0.0020138072452948225,0.6348983505227678,1.3787553958690053,0.9972326219393803,1.3825815216390072,0.9968396175175287,0.4963579604578564,835.0,1839.0,2434.0,3149.0,1899833.0,0.0,565.0,1134.0,Log,Genomic,Multiple k-mer De Bruijn graph
1942,run2,ERR2935805,Unicycler,Listeria_monocytogenes,0.15879835927845146,0.9849896836658376,0.9999043232976842,0.9999857491179722,0.9999185730193056,0.9994551211713713,0.9651707970529136,33.0,64.0,126634.0,126634.0,2947426.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1943,run2,ERR2935805,VelvetOptimiser,Listeria_monocytogenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1944,run2,ERR2935805,ABySS,Pseudomonas_aeruginosa,0.000873043565315584,0.026369596294644106,1.0003238215408323,0.9995146605971348,1.0008095538520805,0.9993913528987709,0.9668367346938775,0.0,125.0,1421.0,0.0,179111.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1946,run2,ERR2935805,GATBMiniaPipeline,Pseudomonas_aeruginosa,0.05677153495192371,0.9785856988691657,1.0001948283381805,0.9999995487483407,1.00019527967796,0.999921415625396,0.9966414777497901,66.0,136.0,103446.0,97463.0,6646877.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1947,run2,ERR2935805,IDBA-UD,Pseudomonas_aeruginosa,0.05677712949753619,0.9857471589277906,1.0005930831361867,0.9999765659330162,1.0006165316510145,0.9985635588932152,0.9214697406340058,48.0,119.0,171408.0,171408.0,6695520.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1948,run2,ERR2935805,MEGAHIT,Pseudomonas_aeruginosa,0.07592019233458916,0.9921390745149308,1.0001271714110358,0.9999899107711568,1.0001372620247468,0.9987641822729546,0.9744011272898074,28.0,75.0,258176.0,258176.0,6738936.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1949,run2,ERR2935805,MetaHipMer2,Pseudomonas_aeruginosa,0.0008709824169320395,0.5526830999082789,1.0129134050398427,0.9994934825636564,1.013426723345674,0.9993812797271242,0.9367396593673966,0.0,2391.0,1608.0,1104.0,3754006.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1950,run2,ERR2935805,metaSPAdes,Pseudomonas_aeruginosa,0.09158963124583169,0.9913387600425775,1.0002398455483774,1.0,1.0002398455483774,0.9986999855512567,0.9769463340891912,33.0,68.0,189098.0,189098.0,6733500.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1951,run2,ERR2935805,MINIA,Pseudomonas_aeruginosa,0.024077599292142756,0.9561177092396865,1.0009362103529158,0.9999438523041784,1.000992413770484,0.9998667313703332,0.9864743011722272,325.0,497.0,22511.0,21863.0,6494267.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1952,run2,ERR2935805,SKESA,Pseudomonas_aeruginosa,0.004292341508731172,0.5171820273749951,1.0,1.0,1.0,1.0,1.0,0.0,1877.0,1930.0,1049.0,3512871.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1953,run2,ERR2935805,SPAdes,Pseudomonas_aeruginosa,0.12480003180057506,0.9878873670743323,1.0001305503068008,1.0,1.0001305503068008,0.9993571350149782,0.9930939226519337,31.0,74.0,264371.0,264371.0,6710057.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1954,run2,ERR2935805,Unicycler,Pseudomonas_aeruginosa,0.12478486763746756,0.9882957689040432,0.9995235989108023,0.9999983605687575,0.9995252375637045,0.9988343456318465,0.9772655509946322,24.0,70.0,337495.0,337495.0,6712831.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1955,run2,ERR2935805,VelvetOptimiser,Pseudomonas_aeruginosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1956,run2,ERR2935805,ABySS,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1958,run2,ERR2935805,GATBMiniaPipeline,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1959,run2,ERR2935805,IDBA-UD,Salmonella_enterica,0.00036430515409855904,0.0020421257772998812,0.9998971193415638,0.9150739101779494,1.0926954732510288,0.8938602495857261,0.3225806451612903,0.0,8.0,1117.0,0.0,9720.0,0.0,1.0,1.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1960,run2,ERR2935805,MEGAHIT,Salmonella_enterica,0.0007653769759982991,0.004065763173076883,0.999844977263332,0.9637876070930465,1.0374121537825547,0.9584159293466226,0.7962962962962963,0.0,15.0,1144.0,0.0,19352.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1961,run2,ERR2935805,MetaHipMer2,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1962,run2,ERR2935805,metaSPAdes,Salmonella_enterica,0.0003645152493431372,0.005495881502920534,0.999961772239,0.8673939715488941,1.1528345884781528,0.9117490141796825,0.07818532818532818,0.0,23.0,1223.0,0.0,26159.0,0.0,1.0,1.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1963,run2,ERR2935805,MINIA,Salmonella_enterica,0.0002756449608865683,0.0002756449608865683,1.0007621951219512,1.0,1.0007621951219512,0.9992383853769993,0.9992383853769993,0.0,1.0,1313.0,0.0,1312.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1964,run2,ERR2935805,SKESA,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1965,run2,ERR2935805,SPAdes,Salmonella_enterica,0.000467461919186444,0.010318197651723432,0.9988801107672259,0.8650655098837927,1.15468724547972,0.8927106663836755,0.06445623342175066,0.0,43.0,1251.0,0.0,49112.0,0.0,2.0,2.0,Log,Genomic,Multiple k-mer De Bruijn graph
1966,run2,ERR2935805,Unicycler,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1967,run2,ERR2935805,VelvetOptimiser,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1968,run2,ERR2935805,ABySS,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1970,run2,ERR2935805,GATBMiniaPipeline,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1971,run2,ERR2935805,IDBA-UD,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1972,run2,ERR2935805,MEGAHIT,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1973,run2,ERR2935805,MetaHipMer2,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1974,run2,ERR2935805,metaSPAdes,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1975,run2,ERR2935805,MINIA,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1976,run2,ERR2935805,SKESA,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1977,run2,ERR2935805,SPAdes,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1978,run2,ERR2935805,Unicycler,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1979,run2,ERR2935805,VelvetOptimiser,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1980,run2,ERR2935805,ABySS,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1982,run2,ERR2935805,GATBMiniaPipeline,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1983,run2,ERR2935805,IDBA-UD,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1984,run2,ERR2935805,MEGAHIT,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1985,run2,ERR2935805,MetaHipMer2,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1986,run2,ERR2935805,metaSPAdes,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Metagenomic,Multiple k-mer De Bruijn graph
1987,run2,ERR2935805,MINIA,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Single k-mer De Bruijn graph
1988,run2,ERR2935805,SKESA,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
1989,run2,ERR2935805,SPAdes,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Log,Genomic,Multiple k-mer De Bruijn graph
